season,team,logo,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential,team_name,home_stadium,location,state,lat,long,mascot,live_mascots,conference,division,superbowl_wins,year_est
2004,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.537102473498233,3541,2112,6.256183745583039,4.693333333333333,0,,0,,566,450,18,5,4,31.130705443631022,-6.985501544,0.0550012463668394,-0.015523337,-0.134357962,0.1769550045230588,-0.000237382,0.00039323334338457657,0.4469964664310955,0.428888888888889,0.5772495755517829,3590,2039,6.095076400679116,4.551339285714285,0,,0,,589,448,23,8,4,-10.40002888,3.736670793462258,-0.017657095,0.0083407830211206,-1.631561397,-0.441393431,-0.002770053,-0.000985253,0.4448217317487266,0.4084821428571429,371,373,9,7,0,-2,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2005,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.6127744510978044,3457,2478,6.900199600798404,4.956000000000002,0,,0,,501,500,11,3,1,90.09422918467948,55.450010938886685,0.1798288007678233,0.1109000218777728,1.6908872347472483,1.208038096181719,0.0033750244206531,0.0024160761923634,0.5249500998003992,0.4460000000000001,0.533011272141707,3563,1515,5.7375201288244755,3.650602409638555,0,,0,,621,415,16,6,2,3.068433909914273,-64.78812345,0.0049411174072688,-0.15611596,0.09766438296578,-0.935783251,0.00015726953778709283,-0.002254899,0.4235104669887278,0.3493975903614458,452,271,13,3,0,181,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2006,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5232974910394266,3059,1926,5.482078853046595,4.012499999999999,5044,9.909626719056975,1072,3.6838487972508585,558,480,22,9,4,-43.5516078,-47.53894428,-0.078049476,-0.099039467,-1.193211216,-1.272081716,-0.002138371,-0.00265017,0.4211469534050179,0.3625,0.5466179159049359,3252,2040,5.9451553930530165,4.7441860465116275,4781,9.562,1366,4.568561872909701,547,430,12,6,5,-7.418145281,-24.26254723,-0.013561509,-0.056424528,0.381003507109381,-0.672099184,0.0006965329197612057,-0.001563021,0.4149908592321754,0.3744186046511628,335,341,9,7,0,-6,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2007,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5945512820512822,3964,1642,6.352564102564103,3.9566265060240977,4800,8.163265306122447,1784,4.808625336927224,624,415,13,5,5,54.24084932046272,-60.37852569,0.0869244380135624,-0.145490423,0.2979279269311162,-0.445888134,0.0004774486008511405,-0.001074429,0.4919871794871794,0.3734939759036146,0.5414634146341464,3507,1651,5.7024390243902445,3.978313253012049,5222,9.209876543209878,1497,4.495495495495497,615,415,20,9,4,-61.05160551,-67.61009127,-0.099270903,-0.162915883,-0.902995073,-1.961293912,-0.001468285,-0.004726009,0.3999999999999999,0.3397590361445785,393,291,10,6,0,102,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2008,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5137254901960784,2617,1771,5.131372549019611,4.277777777777778,3996,8.466101694915256,1222,4.66412213740458,510,414,15,5,5,-43.05608686,-16.84786234,-0.0844237,-0.04069532,-1.482001704,-0.432075886,-0.002905886,-0.001043662,0.3862745098039213,0.357487922705314,0.6099999999999999,4151,1914,6.918333333333331,4.340136054421769,4909,8.703900709219862,1763,4.816939890710382,600,441,9,7,3,81.35183022868193,-14.36566727,0.1355863837144699,-0.032575209,2.4234249132495593,0.0278146782889724,0.0040390415220825,6.307183285481461e-05,0.4816666666666668,0.3809523809523806,294,392,4,12,0,-98,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2009,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.570552147239264,3503,1573,5.372699386503067,4.043701799485863,4260,6.995073891625612,2077,5.583333333333333,652,389,19,8,3,-71.38420116,-55.5189569,-0.109484971,-0.142722254,-1.499639472,-1.161861909,-0.002300061,-0.002986792,0.4141104294478531,0.3804627249357327,0.6306913996627319,3929,1790,6.625632377740297,4.282296650717703,4278,7.585106382978724,2068,5.529411764705881,593,418,13,5,3,67.56409791335435,-41.33966504,0.1139360841709187,-0.09889872,0.8868123164121091,-0.290740972,0.0014954676499361,-0.000695553,0.5025295109612143,0.3444976076555024,280,390,5,11,0,-110,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2010,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5586206896551724,3345,1441,5.7672413793103425,3.915760869565217,4593,8.458563535911603,1507,4.651234567901232,580,368,20,8,1,-54.89005098,-46.9252035,-0.094638019,-0.12751414,-0.87726023,-0.938312047,-0.001512518,-0.002549761,0.4275862068965517,0.3206521739130436,0.5458937198067635,3998,1921,6.438003220611917,4.3958810068649905,4877,8.379725085910655,1934,5.7050147492625385,621,437,12,5,2,62.73290385195688,-18.75125957,0.1010191688437308,-0.042909061,0.0605683662522956,-0.588478919,9.753360105039515e-05,-0.001346634,0.4492753623188404,0.3752860411899315,310,407,7,9,0,-97,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2011,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.53584229390681,3105,1764,5.56451612903226,4.045871559633028,4604,9.08086785009862,1496,5.00334448160535,558,436,14,5,4,-32.87746249,-43.71827228,-0.058920184,-0.100271267,-1.68961422,-1.454772281,-0.003027982,-0.003336634,0.4139784946236559,0.3555045871559633,0.5644599303135887,3518,1815,6.128919860627177,3.9628820960698663,4936,9.123844731977824,1543,4.762345679012346,574,458,22,7,0,-49.01177034,-23.36282854,-0.085386359,-0.051010543,-1.407089341,-0.249799306,-0.002451375,-0.000545413,0.4303135888501744,0.3755458515283841,321,315,7,9,0,6,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2012,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5913242009132421,3031,2596,6.920091324200915,4.973180076628353,4064,10.034567901234569,1271,4.907335907335905,438,522,10,4,3,86.00344648544679,21.001636258091224,0.1963549006517046,0.0402330196515151,1.8461003882683176,0.3503900892043906,0.0042148410691057,0.0006712453816176174,0.4726027397260274,0.4348659003831416,0.5468227424749165,3250,1657,5.4347826086956506,4.5900277008310235,4667,8.319073083778967,1374,4.201834862385321,598,361,18,6,3,-54.68590593,-9.08758171,-0.091448003,-0.025173357,0.0603995139537213,-0.038624223,0.000101002531695183,-0.000106992,0.4280936454849499,0.412742382271468,412,245,11,5,0,167,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2013,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5766738660907128,3236,2210,6.989200863930887,4.5010183299389,3995,9.557416267942582,1517,5.681647940074905,463,491,9,6,2,73.3549747526769,-15.59748707,0.1584340707401231,-0.031766776,1.3226472776072191,-0.192772453,0.0028566895844648,-0.000392612,0.4730021598272138,0.4215885947046843,0.5402097902097903,2754,1641,4.814685314685314,3.9927007299270065,3954,7.545801526717558,1272,4.116504854368931,572,411,28,5,3,-141.2313891,-39.75574499,-0.246908023,-0.096729307,-3.472458063,-1.251755824,-0.006070731,-0.003045635,0.3916083916083915,0.3673965936739658,417,231,13,3,0,186,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2014,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5786290322580646,3250,2782,6.55241935483871,5.498023715415021,3715,8.200883002207505,1881,6.554006968641113,496,506,7,2,3,33.584386102215916,58.50162045750655,0.0677104558512417,0.1156158507065347,0.9055366793826448,1.7293647327589334,0.0018256787890779,0.0034177168631599,0.4112903225806452,0.4703557312252963,0.5764272559852671,2972,1310,5.47329650092081,3.51206434316354,3962,7.861111111111109,1460,4.664536741214057,543,373,13,3,5,-48.88784826,-71.17999809,-0.09003287,-0.190831094,-0.151719206,-1.882552974,-0.000279409,-0.005047059,0.4290976058931855,0.3538873994638068,394,254,12,4,0,140,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2015,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.621268656716418,3790,2294,7.0708955223880565,4.789144050104385,4144,8.509240246406574,1851,5.558558558558558,536,479,8,3,4,127.02991908741006,-14.92196027,0.2369961177003925,-0.031152318,1.9994031114000503,-0.649142415,0.0037302296854478,-0.001355203,0.4944029850746267,0.4488517745302715,0.5672913117546846,3368,1314,5.737649063032371,3.732954545454545,4825,8.820840950639855,1481,4.447447447447448,587,352,14,5,4,-40.13732861,-41.35845224,-0.06837705,-0.117495603,0.0292454383031032,-0.805577947,4.982187104447056e-05,-0.002288574,0.4105621805792165,0.3892045454545454,423,277,10,6,0,146,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2016,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.6042692939244664,4126,1611,6.775041050903118,4.162790697674418,4849,8.582300884955751,1837,4.991847826086957,609,387,12,3,3,45.72958780904366,-29.99480556,0.0750896351544228,-0.077505958,2.5485905270600764,-0.609149028,0.0041848777127423,-0.001574028,0.4811165845648604,0.3746770025839793,0.5706896551724138,3614,1503,6.2310344827586235,3.471131639722864,5213,9.72574626865672,1652,4.990936555891238,580,433,11,2,6,17.19209493765659,-74.00885558,0.0296415429959595,-0.170921145,1.8376928102798895,-2.120864262,0.0031684358797929,-0.00489807,0.4241379310344826,0.3856812933025405,354,292,10,5,1,62,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2017,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5676126878130219,3661,1646,6.111853088480796,4.167088607594937,5429,9.8529945553539,1609,4.732352941176469,599,395,12,4,1,16.379593523216787,-42.30270008,0.0273448973676405,-0.107095443,0.4648523054109676,-0.426122013,0.0007760472544423433,-0.00107879,0.4440734557595991,0.3544303797468354,0.5499153976311336,3347,1836,5.663282571912012,4.172727272727274,5018,9.107078039927403,1396,4.295384615384614,591,440,14,4,4,-55.98984039,-35.4013954,-0.094737463,-0.080457717,-1.471883652,-0.994149997,-0.002490497,-0.002259432,0.3942470389170896,0.3590909090909089,366,332,9,7,0,34,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2018,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.59447983014862,3095,2579,6.571125265392782,4.978764478764481,3832,9.145584725536994,1385,4.946428571428572,471,518,7,2,2,64.56110807821972,26.367896303484912,0.1370724163019527,0.050903274717152,2.047196706231427,0.2877964878699742,0.0043464898221474,0.000555591675424657,0.4564755838641188,0.4266409266409267,0.6037414965986396,3842,1823,6.534013605442177,5.0359116022099455,4163,7.652573529411762,2156,6.073239436619719,588,362,12,7,5,8.190004948778615,-28.06024217,0.0139285798448613,-0.077514481,0.8990640774562078,0.2408741066546174,0.0015290205398915,0.0006653980846812648,0.4710884353741495,0.4088397790055249,428,347,10,6,0,81,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2019,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.6046099290780139,3793,2215,6.725177304964533,4.743040685224838,4863,9.461089494163426,1723,5.052785923753666,564,467,6,7,7,51.07683690677868,-29.09023048,0.0905617675652105,-0.062291714,2.1788110427366316,0.2345454548254782,0.0038631401466961,0.0005022386612965402,0.4840425531914892,0.4197002141327625,0.6108452950558214,4227,1892,6.741626794258376,4.939947780678852,4502,7.5791245791245805,2241,5.851174934725849,627,383,16,10,3,17.64167893186149,0.7160056359926905,0.0281366490141332,0.0018694664125135,-0.286491056,0.344407148320748,-0.000456924,0.0008992353742056077,0.4768740031897925,0.4412532637075717,405,398,11,5,0,7,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2020,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.6339869281045755,3943,1988,6.442810457516341,5.045685279187817,4834,8.601423487544487,1841,4.744845360824743,612,394,13,3,2,71.61802641690684,15.862480680731558,0.1170229189818737,0.0402601032505877,2.0678147549245596,1.08526823408922,0.0033787822792884,0.0027544879037797,0.4950980392156862,0.4619289340101523,0.625,4564,1540,6.338888888888881,3.9793281653746777,5222,7.805680119581463,1936,4.3022222222222215,720,387,14,5,2,80.02657960945339,-35.36854391,0.111148027235352,-0.091391586,0.6689183986409272,-0.613201753,0.0009290533314457272,-0.001584501,0.4819444444444445,0.4056847545219637,459,371,12,4,0,88,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2021,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.5977859778597785,3434,2081,6.335793357933582,5.138271604938274,4619,9.3502024291498,1743,5.37962962962963,542,405,7,5,1,4.510036245458153,25.03207120354566,0.0083211000838709,0.0618075832186315,-0.793934059,1.0475762184382649,-0.001464823,0.0025866079467611,0.4298892988929889,0.4345679012345679,0.6392496392496392,4517,1951,6.518037518037519,3.925553319919518,4506,6.858447488584471,2586,5.83747178329571,693,497,11,3,2,63.097183029183974,-30.03123964,0.0910493261604388,-0.060425029,1.4076830918876806,-0.202471028,0.0020312887328826,-0.000407386,0.5079365079365079,0.4084507042253522,395,366,7,10,0,29,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
2022,Seattle Seahawks,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-seattle-seahawks-team-logo-2-768x768.png,0.6435483870967738,3934,2054,6.345161290322581,4.973365617433413,4333,7.588441330998247,1776,4.451127819548871,620,413,12,6,3,-2.516137443,-0.478774693,-0.004058286,-0.001159261,-0.089727394,1.1454280421435372,-0.000144722,0.002773433516086,0.4790322580645162,0.387409200968523,0.5784148397976389,3597,2572,6.065767284991564,5.05304518664047,4362,7.9744058500914035,2101,6.125364431486879,593,509,14,4,5,5.710092887617778,16.1605550447182,0.009629161699186,0.0317496169837295,1.2968768034099427,1.1854662910992164,0.0021869760597132,0.0023290103950868,0.4249578414839796,0.4106090373280944,407,401,9,8,0,6,Seattle Seahawks,Lumen Field,"Seattle, Washington",Washington,47.59049764,-122.3256654,Blitz,Taima (Hawk),NFC,West,1,1974
1999,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.5459183673469385,3259,2064,5.5425170068027265,5.0962962962962965,0,,103,5.722222222222223,588,405,18,6,4,-48.99101039,7.405263935852488,-0.083318045,0.018284602310747,-2.156803105,-0.190968387,-0.003668032,-0.000471527,0.4047619047619046,0.437037037037037,0.5801104972375691,4061,1619,7.478821362799262,3.9296116504854366,0,,89,4.45,543,412,11,2,3,120.9517059369545,-47.03165568,0.2227471564216474,-0.114154504,2.407592937686009,-1.515884186,0.004433872813418,-0.003679331,0.4714548802946593,0.3567961165048544,295,453,4,12,0,-158,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
2000,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.6030150753768844,4205,1762,7.043551088777221,4.3292383292383265,0,,0,,597,407,9,5,4,120.00418255335288,-18.48136662,0.2010120310776434,-0.045408763,1.834591424803258,-0.69547388,0.003073017461982,-0.001708781,0.4623115577889448,0.385749385749386,0.533219761499148,3829,1749,6.522998296422488,4.096018735362998,0,,0,,587,427,12,3,4,55.87086003727008,26.370520178685663,0.0951803407789948,0.0617576584980927,1.466537629650366,0.8637945658608733,0.0024983605275133,0.0020229380933509,0.453151618398637,0.4238875878220142,388,422,6,10,0,-34,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
2001,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.5955056179775281,3447,2245,6.455056179775279,4.410609037328093,0,,0,,534,509,12,4,3,77.7487488603941,11.32836913639209,0.145596907978266,0.022256127969336,1.5425011702833182,0.901287316800824,0.002888578970568,0.001770701997644,0.4700374531835206,0.418467583497053,0.550580431177446,3389,1575,5.620232172470976,4.059278350515465,0,,0,,603,388,24,4,5,-15.08516591,-48.15185777,-0.025016859,-0.124102726,-0.180834271,-1.163896098,-0.000299891,-0.002999732,0.4361525704809287,0.3788659793814433,409,282,12,4,0,127,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
2002,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.597972972972973,3459,2260,5.8429054054054035,4.747899159663867,0,,0,,592,476,10,1,5,70.83551785699254,35.066119932528416,0.1196545909746498,0.0736683191859841,2.1451637563699837,1.7450256941469149,0.0036235874263006,0.0036660203658548,0.4493243243243242,0.4579831932773108,0.5821917808219178,3498,1660,5.989726027397258,4.278350515463918,0,,0,,584,388,19,3,3,54.673526707926214,-17.88763504,0.0936190525820655,-0.046102152,0.527091474383812,-1.147453347,0.000902553894492824,-0.002957354,0.458904109589041,0.3685567010309278,367,351,10,6,0,16,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
2003,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.5567970204841713,3410,2290,6.350093109869645,4.692622950819675,0,,0,,537,488,15,3,6,39.938948614901086,-21.98099384,0.0743742059867804,-0.04504302,-0.382654292,-0.218871799,-0.000712578,-0.000448508,0.4469273743016759,0.4200819672131148,0.5575539568345325,3238,1697,5.823741007194241,4.108958837772398,0,,0,,556,413,23,7,1,-37.89949362,-16.03100797,-0.068164557,-0.038816,-0.257454686,-0.249598912,-0.000463048,-0.000604356,0.4208633093525181,0.3704600484261501,384,337,7,9,0,47,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
2004,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.5267423014586707,3140,1452,5.089141004862237,3.5157384987893456,0,,0,,617,413,21,11,8,-95.37444629,-79.71419238,-0.154577709,-0.193012572,-3.256742666,-3.002313071,-0.005278351,-0.007269523,0.413290113452188,0.3050847457627118,0.5923076923076923,3486,2016,6.703846153846153,4.19126819126819,0,,0,,520,481,9,5,5,64.52025820713473,-5.165894263,0.1240774196291053,-0.010739905,0.6788276006990525,-0.229349238,0.001305437693652,-0.000476818,0.451923076923077,0.4428274428274428,259,452,2,14,0,-193,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
2005,San Francisco 49ers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-san-francisco-49ers-team-logo-2-768x768.png,0.4668192219679634,1900,1695,4.347826086956521,4.016587677725118,0,,0,,437,422,21,8,3,-138.1264759,-48.70176964,-0.316078892,-0.115407037,-4.059035532,-1.267853355,-0.009288411,-0.003004392,0.3363844393592676,0.3293838862559243,0.6161449752883031,4429,1866,7.296540362438221,4.056521739130436,0,,0,,607,460,16,3,3,119.7010794881771,-30.41393387,0.1972011194203899,-0.066117248,0.6747381334159405,-0.863204414,0.0011115949479669,-0.001876531,0.5090609555189456,0.4086956521739131,239,428,4,12,0,-189,San Francisco 49ers,Levi's Stadium,"Santa Clara, California",California,37.40201489,-121.9688691,Sourdough Sam,,NFC,West,5,1944
